Game Turn, Player, Category, Target Type, Target Info, Unit Info, Extra
11, 31, Wander, , , UNIT_WARRIOR (327684), Move To: 82 50
11, 31, Wander, , , UNIT_WARRIOR (393221), Move To: 81 44
11, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (1507329), AT: 23 0
11, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (851980), AT: 67 3
11, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (1048591), AT: 93 7
11, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (1114128), AT: 42 10
11, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (720906), AT: 21 17
11, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (1703958), AT: 5 24
11, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (196610), AT: 66 26
11, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (65536), AT: 73 29
11, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (1638421), AT: 54 34
11, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (1179656), AT: 91 34
11, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (327684), AT: 19 37
11, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (458758), AT: 43 51
11, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (1376265), AT: 12 55
11, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (1310738), AT: 62 55
11, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (983054), AT: 84 55
11, 63, HL: Move To Safety, , , UNIT_SCOUT (262147), Move To: 69 26
11, 63, HL: Move To Safety, , , UNIT_SCOUT (786443), Fortify in place
11, 63, HL: Move To Safety, , , UNIT_SCOUT (917517), Move To: 66 1
11, 63, HL: Move To Safety, , , UNIT_SCOUT (1245201), Fortify in place
11, 63, HL: Move To Safety, , , UNIT_SCOUT (1441811), Move To: 13 53
11, 63, HL: Explore, , , UNIT_SCOUT (393221), Move To: 20 36
11, 63, HL: Explore, , , UNIT_SCOUT (524295), Move To: 48 53
11, 63, HL: Explore, , , UNIT_SCOUT (1572884), Move To: 17 4
11, 63, HL: Explore, , , UNIT_SCOUT (1769495), Move To: 6 27
11, 63, HL: End Turn, , , UNIT_SCOUT (393221)
11, 63, HL: End Turn, , , UNIT_SCOUT (524295)
11, 63, HL: End Turn, , , UNIT_SCOUT (1572884)
11, 63, HL: End Turn, , , UNIT_SCOUT (1769495)
12, 0, HL: Explore, , , UNIT_SCOUT (458757), Move To: 51 26
12, 0, HL: Explore, , , UNIT_SCOUT (262147), Move To: 63 39
12, 1, Chase Target, TARGET_LOW_PRIORITY_UNIT, , UNIT_WARRIOR (262147), Move To: 69 26
12, 1, Wander, , , UNIT_WARRIOR (196610), Move To: 65 35
12, 1, Wander, , , UNIT_WARRIOR (393221), Move To: 62 39
12, 2, HL: Explore, , , UNIT_SCOUT (786441), Move To: 62 16
12, 2, HL: End Turn, , , UNIT_SCOUT (786441)
12, 3, Wander, , , UNIT_WARRIOR (262147), Move To: 14 28
12, 3, HL: Explore cur region, , , UNIT_WARRIOR (327684), Move To: 1 24
12, 3, HL: End Turn, , , UNIT_WARRIOR (327684)
12, 4, Chase Target, TARGET_LOW_PRIORITY_UNIT, , UNIT_WARRIOR (262147), Move To: 67 3
12, 4, Wander, , , UNIT_SLINGER (589824), Move To: 65 10
12, 5, Wander, , , UNIT_WARRIOR (196610), Move To: 23 25
12, 5, Wander, , , UNIT_SLINGER (655368), Move To: 22 24
12, 5, HL: Explore fallback, , , UNIT_SCOUT (589824), Move To: 24 23
12, 5, HL: Explore fallback, , , UNIT_WARRIOR (262147), Move To: 25 23
12, 5, HL: Explore fallback, , , UNIT_WARRIOR (327684), Move To: 21 24
12, 5, HL: Explore fallback, , , UNIT_WARRIOR (393221), Move To: 25 25
12, 5, HL: End Turn, , , UNIT_SCOUT (589824)
12, 5, HL: End Turn, , , UNIT_WARRIOR (262147)
12, 5, HL: End Turn, , , UNIT_WARRIOR (327684)
12, 5, HL: End Turn, , , UNIT_WARRIOR (393221)
12, 5, HL: End Turn, , , UNIT_BUILDER (524295)
12, 6, Wander, , , UNIT_WARRIOR (131073), Move To: 17 42
12, 6, Wander, , , UNIT_WARRIOR (196610), Move To: 18 42
12, 6, Wander Back to City, , , UNIT_WARRIOR (262147), Move To: 22 45
12, 6, Wander, , , UNIT_SLINGER (720902), Move To: 18 45
12, 6, HL: Explore cur region, , , UNIT_WARRIOR (327684), Move To: 20 40
12, 6, HL: Explore fallback, , , UNIT_WARRIOR (393221), Move To: 21 47
12, 6, HL: End Turn, , , UNIT_WARRIOR (327684)
12, 6, HL: End Turn, , , UNIT_WARRIOR (393221)
12, 7, Wander, , , UNIT_WARRIOR (131073), Move To: 42 44
12, 7, Wander, , , UNIT_WARRIOR (196610), Move To: 43 43
12, 7, Wander, , , UNIT_WARRIOR (262147), Move To: 42 46
12, 7, HL: Explore cur region, , , UNIT_WARRIOR (327684), Move To: 41 52
12, 7, HL: Explore primary regions, , , UNIT_WARRIOR (393221), Move To: 34 43
12, 7, HL: Explore, , , UNIT_SLINGER (720902), Move To: 35 43
12, 7, HL: End Turn, , , UNIT_WARRIOR (327684)
12, 7, HL: End Turn, , , UNIT_WARRIOR (393221)
12, 7, HL: End Turn, , , UNIT_SLINGER (720902)
12, 8, Wander, , , UNIT_WARRIOR (131073), Move To: 37 17
12, 8, Wander, , , UNIT_WARRIOR (196610), Move To: 35 15
12, 8, HL: Explore cur region, , , UNIT_WARRIOR (262147), Move To: 29 9
12, 8, HL: Explore, , , UNIT_WARRIOR (327684), Move To: 35 12
12, 8, HL: Explore, , , UNIT_SLINGER (720902), Move To: 27 16
12, 8, HL: End Turn, , , UNIT_BUILDER (589824)
12, 8, HL: End Turn, , , UNIT_WARRIOR (262147)
12, 8, HL: End Turn, , , UNIT_WARRIOR (327684)
12, 8, HL: End Turn, , , UNIT_SLINGER (720902)
12, 8, HL: End Turn, , , UNIT_BUILDER (786441)
12, 9, Get Goody Hut, TARGET_GOODY_HUT, Goody Hut, UNIT_WARRIOR (196610), Available Units: 2
12, 9, Wander, , , UNIT_WARRIOR (262147), Move To: 84 38
12, 9, HL: Explore, , , UNIT_WARRIOR (327684), Move To: 86 43
12, 9, HL: Explore, , , UNIT_WARRIOR (393221), Move To: 85 29
12, 9, HL: End Turn, , , UNIT_WARRIOR (327684)
12, 9, HL: End Turn, , , UNIT_WARRIOR (393221)
12, 10, Attack Units, TARGET_HIGH_PRIORITY_UNIT, UNIT_SCOUT (1441811), UNIT_WARRIOR (196610), Expected Damage: 0, Move 13 52 Attack 13 53
12, 10, Attack Units, TARGET_HIGH_PRIORITY_UNIT, UNIT_SCOUT (1441811), UNIT_WARRIOR (327684), Expected Damage: 0, Move 12 53 Attack -9999 -9999
12, 10, Wander, , , UNIT_WARRIOR (131073), Move To: 13 52
12, 10, Wander, , , UNIT_WARRIOR (262147), Move To: 14 48
12, 10, Wander, , , UNIT_WARRIOR (393221), Move To: 13 44
12, 10, HL: End Turn, , , UNIT_BUILDER (458752)
12, 11, Wander Back to City, , , UNIT_WARRIOR (131073), Move To: 83 16
12, 11, Wander, , , UNIT_WARRIOR (196610), Move To: 83 16
12, 11, Wander, , , UNIT_WARRIOR (262147), Move To: 81 15
12, 11, Wander Back to City, , , UNIT_WARRIOR (327684), Move To: 83 16
12, 11, Wander, , , UNIT_WARRIOR (393221), Move To: 81 14
12, 11, HL: End Turn, , , UNIT_BUILDER (458752)
12, 12, Wander, , , UNIT_WARRIOR (131073), Move To: 59 26
12, 12, Wander, , , UNIT_WARRIOR (196610), Move To: 57 25
12, 12, Wander, , , UNIT_WARRIOR (262147), Move To: 56 27
12, 12, Wander, , , UNIT_WARRIOR (327684), Move To: 60 30
12, 12, Wander, , , UNIT_WARRIOR (393221), Move To: 58 25
12, 13, Wander, , , UNIT_WARRIOR (131073), Move To: 31 46
12, 13, Wander, , , UNIT_WARRIOR (196610), Move To: 31 47
12, 13, Wander, , , UNIT_WARRIOR (262147), Move To: 30 45
12, 13, Wander, , , UNIT_WARRIOR (327684), Move To: 32 44
12, 13, Wander, , , UNIT_WARRIOR (393221), Move To: 31 45
12, 14, Wander, , , UNIT_WARRIOR (131073), Move To: 79 24
12, 14, Wander, , , UNIT_WARRIOR (196610), Move To: 78 24
12, 14, Wander, , , UNIT_WARRIOR (262147), Move To: 78 23
12, 14, Wander, , , UNIT_WARRIOR (327684), Move To: 79 23
12, 14, Wander, , , UNIT_WARRIOR (393221), Move To: 77 23
12, 15, Wander, , , UNIT_WARRIOR (131073), Move To: 61 18
12, 15, Wander, , , UNIT_WARRIOR (196610), Move To: 63 21
12, 15, Wander, , , UNIT_WARRIOR (262147), Move To: 65 17
12, 15, Wander, , , UNIT_WARRIOR (327684), Move To: 69 16
12, 15, Wander, , , UNIT_WARRIOR (393221), Move To: 61 17
12, 16, Wander, , , UNIT_WARRIOR (262147), Move To: 31 14
12, 16, Wander, , , UNIT_WARRIOR (327684), Move To: 29 11
12, 16, Wander, , , UNIT_WARRIOR (393221), Move To: 29 9
12, 17, Wander, , , UNIT_WARRIOR (131073), Move To: 95 25
12, 17, Wander, , , UNIT_WARRIOR (196610), Move To: 94 23
12, 17, Wander, , , UNIT_WARRIOR (262147), Move To: 93 23
12, 17, Wander, , , UNIT_WARRIOR (327684), Move To: 3 25
12, 17, Wander, , , UNIT_WARRIOR (393221), Move To: 93 25
12, 18, Heal, , , UNIT_WARRIOR (262147), 
12, 18, Wander, , , UNIT_WARRIOR (131073), Move To: 25 17
12, 18, Wander, , , UNIT_WARRIOR (196610), Move To: 25 20
12, 18, Wander, , , UNIT_WARRIOR (327684), Move To: 26 16
12, 18, Wander, , , UNIT_WARRIOR (393221), Move To: 24 19
12, 19, Wander, , , UNIT_WARRIOR (131073), Move To: 15 22
12, 19, Wander, , , UNIT_WARRIOR (196610), Move To: 19 27
12, 19, Wander, , , UNIT_WARRIOR (262147), Move To: 15 21
12, 19, Wander, , , UNIT_WARRIOR (327684), Move To: 14 24
12, 19, Wander, , , UNIT_WARRIOR (393221), Move To: 17 27
12, 20, Wander, , , UNIT_WARRIOR (131073), Move To: 49 28
12, 20, Wander, , , UNIT_WARRIOR (196610), Move To: 49 29
12, 20, Wander, , , UNIT_WARRIOR (262147), Move To: 46 30
12, 20, Wander, , , UNIT_WARRIOR (327684), Move To: 47 30
12, 20, Wander, , , UNIT_WARRIOR (393221), Move To: 45 29
12, 21, Chase Target, TARGET_LOW_PRIORITY_UNIT, , UNIT_WARRIOR (196610), Move To: 91 34
12, 21, Wander, , , UNIT_WARRIOR (327684), Move To: 91 37
12, 22, Wander, , , UNIT_WARRIOR (131073), Move To: 38 41
12, 22, Wander, , , UNIT_WARRIOR (196610), Move To: 38 40
12, 22, Wander, , , UNIT_WARRIOR (262147), Move To: 37 38
12, 22, Wander, , , UNIT_WARRIOR (327684), Move To: 41 38
12, 22, Wander, , , UNIT_WARRIOR (393221), Move To: 41 37
12, 23, Wander, , , UNIT_WARRIOR (131073), Move To: 83 41
12, 23, Wander, , , UNIT_WARRIOR (196610), Move To: 79 39
12, 23, Wander, , , UNIT_WARRIOR (262147), Move To: 81 43
12, 23, Wander, , , UNIT_WARRIOR (327684), Move To: 82 38
12, 23, Wander, , , UNIT_WARRIOR (393221), Move To: 80 43
12, 24, Wander, , , UNIT_WARRIOR (131073), Move To: 43 14
12, 24, Wander, , , UNIT_WARRIOR (196610), Move To: 43 15
12, 24, Wander, , , UNIT_WARRIOR (393221), Move To: 42 16
12, 25, Wander, , , UNIT_WARRIOR (131073), Move To: 31 9
12, 25, Wander, , , UNIT_WARRIOR (196610), Move To: 36 8
12, 25, Wander, , , UNIT_WARRIOR (262147), Move To: 37 9
12, 25, Wander, , , UNIT_WARRIOR (327684), Move To: 35 9
12, 25, Wander, , , UNIT_WARRIOR (393221), Move To: 37 10
12, 26, Wander, , , UNIT_WARRIOR (131073), Move To: 76 39
12, 26, Wander, , , UNIT_WARRIOR (196610), Move To: 80 39
12, 26, Wander, , , UNIT_WARRIOR (262147), Move To: 76 37
12, 26, Wander, , , UNIT_WARRIOR (327684), Move To: 80 38
12, 26, Wander, , , UNIT_WARRIOR (393221), Move To: 77 39
12, 27, Wander, , , UNIT_WARRIOR (131073), Move To: 13 27
12, 27, Wander, , , UNIT_WARRIOR (196610), Move To: 13 28
12, 27, Wander, , , UNIT_WARRIOR (262147), Move To: 12 26
12, 27, Wander, , , UNIT_WARRIOR (327684), Move To: 16 27
12, 27, Wander Back to City, , , UNIT_WARRIOR (393221), Move To: 13 31
12, 28, Wander, , , UNIT_WARRIOR (131073), Move To: 46 41
12, 28, Wander Back to City, , , UNIT_WARRIOR (196610), Move To: 46 41
12, 28, Wander, , , UNIT_WARRIOR (262147), Move To: 48 39
12, 28, Wander, , , UNIT_WARRIOR (327684), Move To: 48 40
12, 28, Wander, , , UNIT_WARRIOR (393221), Move To: 47 39
12, 29, Wander, , , UNIT_WARRIOR (131073), Move To: 85 23
12, 29, Wander, , , UNIT_WARRIOR (196610), Move To: 87 22
12, 29, Wander, , , UNIT_WARRIOR (262147), Move To: 86 25
12, 29, Wander, , , UNIT_WARRIOR (327684), Move To: 86 24
12, 29, Wander, , , UNIT_WARRIOR (393221), Move To: 89 24
12, 30, Heal, , , UNIT_WARRIOR (196610), 
12, 30, Wander, , , UNIT_WARRIOR (327684), Move To: 74 37
12, 31, Wander, , , UNIT_WARRIOR (131073), Move To: 81 47
12, 31, Wander, , , UNIT_WARRIOR (196610), Move To: 84 42
12, 31, Wander, , , UNIT_WARRIOR (262147), Move To: 81 51
12, 31, Wander, , , UNIT_WARRIOR (327684), Move To: 82 52
12, 31, Wander, , , UNIT_WARRIOR (393221), Move To: 79 44
12, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (1507329), AT: 23 0
12, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (851980), AT: 67 3
12, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (1048591), AT: 93 7
12, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (1835032), AT: 56 15
12, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (720906), AT: 21 17
12, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (1703958), AT: 5 24
12, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (196610), AT: 66 26
12, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (65536), AT: 73 29
12, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (1638421), AT: 54 34
12, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (1179656), AT: 91 34
12, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (327684), AT: 19 37
12, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (458758), AT: 43 51
12, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (1376265), AT: 12 55
12, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (1310738), AT: 62 55
12, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (983054), AT: 84 55
12, 63, Wander, , , UNIT_WARRIOR (2031643), Move To: 19 36
12, 63, HL: Move To Safety, , , UNIT_SCOUT (262147), Move To: 68 25
12, 63, HL: Move To Safety, , , UNIT_SCOUT (917517), Move To: 66 0
12, 63, HL: Move To Safety, , , UNIT_SCOUT (1245201), Fortify in place
12, 63, HL: Explore cur region, , , UNIT_SCOUT (393221), Move To: 22 37
12, 63, HL: Explore, , , UNIT_SCOUT (524295), Move To: 49 55
12, 63, HL: Explore, , , UNIT_SCOUT (1572884), Move To: 18 6
12, 63, HL: Explore, , , UNIT_SCOUT (1900569), Move To: 58 15
12, 63, HL: Explore, , , UNIT_SCOUT (1966106), Move To: 73 28
12, 63, HL: Explore, , , UNIT_SCOUT (524295), Move To: 48 55
12, 63, HL: Explore, , , UNIT_SCOUT (1572884), Move To: 17 6
12, 63, HL: End Turn, , , UNIT_SCOUT (393221)
12, 63, HL: End Turn, , , UNIT_SCOUT (524295)
12, 63, HL: End Turn, , , UNIT_SCOUT (1572884)
12, 63, HL: End Turn, , , UNIT_SCOUT (1900569)
12, 63, HL: End Turn, , , UNIT_SCOUT (1966106)
13, 0, HL: Explore cur region, , , UNIT_SCOUT (393220), Move To: 66 31
13, 0, HL: Explore cur region, , , UNIT_SCOUT (262147), Move To: 66 31
13, 0, HL: Explore cur region, , , UNIT_SCOUT (458757), Move To: 51 23
13, 1, Chase Target, TARGET_LOW_PRIORITY_UNIT, , UNIT_WARRIOR (262147), Move To: 66 26
13, 1, Wander, , , UNIT_WARRIOR (196610), Move To: 64 35
13, 1, Wander, , , UNIT_WARRIOR (393221), Move To: 62 40
13, 2, HL: Explore, , , UNIT_SCOUT (786441), Move To: 63 14
13, 2, HL: End Turn, , , UNIT_SCOUT (786441)
13, 3, Chase Target, TARGET_LOW_PRIORITY_UNIT, , UNIT_WARRIOR (327684), Move To: 5 24
13, 3, Wander Back to City, , , UNIT_WARRIOR (262147), Move To: 8 25
13, 4, Chase Target, TARGET_LOW_PRIORITY_UNIT, , UNIT_WARRIOR (262147), Move To: 67 3
13, 4, Wander, , , UNIT_SLINGER (589824), Move To: 65 11
13, 5, Wander, , , UNIT_WARRIOR (196610), Move To: 24 26
13, 5, Wander, , , UNIT_SLINGER (655368), Move To: 23 24
13, 5, HL: Explore fallback, , , UNIT_SCOUT (589824), Move To: 23 23
13, 5, HL: Explore fallback, , , UNIT_WARRIOR (262147), Move To: 25 24
13, 5, HL: Explore fallback, , , UNIT_WARRIOR (327684), Move To: 20 23
13, 5, HL: Explore fallback, , , UNIT_WARRIOR (393221), Move To: 25 26
13, 5, HL: End Turn, , , UNIT_SCOUT (589824)
13, 5, HL: End Turn, , , UNIT_WARRIOR (262147)
13, 5, HL: End Turn, , , UNIT_WARRIOR (327684)
13, 5, HL: End Turn, , , UNIT_WARRIOR (393221)
13, 5, HL: End Turn, , , UNIT_BUILDER (524295)
13, 6, Wander, , , UNIT_WARRIOR (131073), Move To: 17 44
13, 6, Wander, , , UNIT_WARRIOR (196610), Move To: 16 41
13, 6, Wander Back to City, , , UNIT_WARRIOR (262147), Move To: 22 45
13, 6, Wander, , , UNIT_SLINGER (720902), Move To: 17 45
13, 6, HL: Explore, , , UNIT_WARRIOR (327684), Move To: 20 41
13, 6, HL: Explore, , , UNIT_WARRIOR (393221), Move To: 22 47
13, 6, HL: End Turn, , , UNIT_WARRIOR (327684)
13, 6, HL: End Turn, , , UNIT_WARRIOR (393221)
13, 7, Wander, , , UNIT_WARRIOR (131073), Move To: 40 44
13, 7, Wander, , , UNIT_WARRIOR (196610), Move To: 42 44
13, 7, Wander, , , UNIT_WARRIOR (262147), Move To: 40 45
13, 7, HL: Explore cur region, , , UNIT_WARRIOR (327684), Move To: 41 52
13, 7, HL: Explore cur region, , , UNIT_WARRIOR (393221), Move To: 36 38
13, 7, HL: Explore, , , UNIT_SLINGER (720902), Move To: 34 42
13, 7, HL: End Turn, , , UNIT_WARRIOR (327684)
13, 7, HL: End Turn, , , UNIT_WARRIOR (393221)
13, 7, HL: End Turn, , , UNIT_SLINGER (720902)
13, 8, Wander, , , UNIT_WARRIOR (131073), Move To: 37 15
13, 8, Wander, , , UNIT_WARRIOR (196610), Move To: 34 16
13, 8, HL: Explore, , , UNIT_WARRIOR (262147), Move To: 30 11
13, 8, HL: Explore cur region, , , UNIT_WARRIOR (327684), Move To: 37 11
13, 8, HL: Explore, , , UNIT_SLINGER (720902), Move To: 26 15
13, 8, HL: End Turn, , , UNIT_BUILDER (589824)
13, 8, HL: End Turn, , , UNIT_WARRIOR (262147)
13, 8, HL: End Turn, , , UNIT_WARRIOR (327684)
13, 8, HL: End Turn, , , UNIT_SLINGER (720902)
13, 8, HL: End Turn, , , UNIT_BUILDER (786441)
13, 9, Wander Back to City, , , UNIT_WARRIOR (196610), Move To: 84 34
13, 9, Wander, , , UNIT_WARRIOR (262147), Move To: 83 39
13, 9, HL: Explore cur region, , , UNIT_WARRIOR (327684), Move To: 86 40
13, 9, HL: Explore, , , UNIT_WARRIOR (393221), Move To: 84 29
13, 9, HL: End Turn, , , UNIT_BUILDER (589824)
13, 9, HL: End Turn, , , UNIT_WARRIOR (327684)
13, 9, HL: End Turn, , , UNIT_WARRIOR (393221)
13, 10, Chase Target, TARGET_LOW_PRIORITY_UNIT, , UNIT_WARRIOR (327684), Move To: 12 55
13, 10, Wander, , , UNIT_WARRIOR (393221), Move To: 14 46
13, 10, HL: End Turn, , , UNIT_BUILDER (458752)
13, 11, Wander Back to City, , , UNIT_WARRIOR (131073), Move To: 83 16
13, 11, Wander, , , UNIT_WARRIOR (196610), Move To: 82 15
13, 11, Wander, , , UNIT_WARRIOR (262147), Move To: 83 16
13, 11, Wander, , , UNIT_WARRIOR (327684), Move To: 80 15
13, 11, Wander, , , UNIT_WARRIOR (393221), Move To: 81 15
13, 11, HL: End Turn, , , UNIT_BUILDER (458752)
13, 12, Wander, , , UNIT_WARRIOR (131073), Move To: 60 26
13, 12, Wander, , , UNIT_WARRIOR (196610), Move To: 58 24
13, 12, Wander, , , UNIT_WARRIOR (262147), Move To: 58 26
13, 12, Wander, , , UNIT_WARRIOR (327684), Move To: 58 31
13, 12, Wander, , , UNIT_WARRIOR (393221), Move To: 59 25
13, 13, Wander, , , UNIT_WARRIOR (131073), Move To: 31 44
13, 13, Wander, , , UNIT_WARRIOR (196610), Move To: 32 46
13, 13, Wander, , , UNIT_WARRIOR (262147), Move To: 31 47
13, 13, Wander, , , UNIT_WARRIOR (327684), Move To: 31 43
13, 13, Wander, , , UNIT_WARRIOR (393221), Move To: 30 45
13, 14, Wander, , , UNIT_WARRIOR (131073), Move To: 79 22
13, 14, Wander, , , UNIT_WARRIOR (196610), Move To: 79 24
13, 14, Wander, , , UNIT_WARRIOR (262147), Move To: 78 21
13, 14, Wander, , , UNIT_WARRIOR (327684), Move To: 79 21
13, 14, Wander, , , UNIT_WARRIOR (393221), Move To: 79 23
13, 15, Wander, , , UNIT_WARRIOR (131073), Move To: 62 17
13, 15, Wander, , , UNIT_WARRIOR (196610), Move To: 63 20
13, 15, Wander, , , UNIT_WARRIOR (262147), Move To: 64 18
13, 15, Wander, , , UNIT_WARRIOR (327684), Move To: 68 15
13, 15, Wander, , , UNIT_WARRIOR (393221), Move To: 61 15
13, 16, Heal, , , UNIT_WARRIOR (131073), 
13, 16, Wander, , , UNIT_WARRIOR (196610), Move To: 30 10
13, 16, Wander, , , UNIT_WARRIOR (262147), Move To: 30 14
13, 16, Wander, , , UNIT_WARRIOR (327684), Move To: 30 9
13, 16, Wander, , , UNIT_WARRIOR (393221), Move To: 30 8
13, 17, Wander, , , UNIT_WARRIOR (131073), Move To: 0 25
13, 17, Wander, , , UNIT_WARRIOR (196610), Move To: 95 24
13, 17, Wander, , , UNIT_WARRIOR (262147), Move To: 93 24
13, 17, Wander, , , UNIT_WARRIOR (327684), Move To: 2 25
13, 17, Wander, , , UNIT_WARRIOR (393221), Move To: 94 25
13, 18, Heal, , , UNIT_WARRIOR (262147), 
13, 18, Wander, , , UNIT_WARRIOR (131073), Move To: 26 17
13, 18, Wander, , , UNIT_WARRIOR (196610), Move To: 25 18
13, 18, Wander, , , UNIT_WARRIOR (327684), Move To: 25 15
13, 18, Wander, , , UNIT_WARRIOR (393221), Move To: 24 17
13, 19, Wander, , , UNIT_WARRIOR (131073), Move To: 14 21
13, 19, Wander, , , UNIT_WARRIOR (196610), Move To: 18 27
13, 19, Wander, , , UNIT_WARRIOR (262147), Move To: 16 23
13, 19, Wander, , , UNIT_WARRIOR (327684), Move To: 15 24
13, 19, Wander, , , UNIT_WARRIOR (393221), Move To: 15 27
13, 20, Wander, , , UNIT_WARRIOR (131073), Move To: 49 27
13, 20, Wander, , , UNIT_WARRIOR (196610), Move To: 50 29
13, 20, Wander, , , UNIT_WARRIOR (262147), Move To: 46 29
13, 20, Wander, , , UNIT_WARRIOR (327684), Move To: 46 30
13, 20, Wander, , , UNIT_WARRIOR (393221), Move To: 47 30
13, 21, Chase Target, TARGET_LOW_PRIORITY_UNIT, , UNIT_WARRIOR (196610), Move To: 91 34
13, 21, Wander, , , UNIT_WARRIOR (327684), Move To: 92 35
13, 22, Wander, , , UNIT_WARRIOR (131073), Move To: 39 39
13, 22, Wander, , , UNIT_WARRIOR (196610), Move To: 38 39
13, 22, Wander, , , UNIT_WARRIOR (262147), Move To: 37 37
13, 22, Wander, , , UNIT_WARRIOR (327684), Move To: 40 39
13, 22, Wander, , , UNIT_WARRIOR (393221), Move To: 41 39
13, 23, Wander, , , UNIT_WARRIOR (131073), Move To: 82 40
13, 23, Wander, , , UNIT_WARRIOR (196610), Move To: 80 40
13, 23, Wander, , , UNIT_WARRIOR (262147), Move To: 80 42
13, 23, Wander, , , UNIT_WARRIOR (327684), Move To: 82 39
13, 23, Wander, , , UNIT_WARRIOR (393221), Move To: 79 45
13, 24, Heal, , , UNIT_WARRIOR (327684), 
13, 24, Wander, , , UNIT_WARRIOR (131073), Move To: 43 16
13, 24, Wander, , , UNIT_WARRIOR (196610), Move To: 44 14
13, 24, Wander, , , UNIT_WARRIOR (393221), Move To: 44 16
13, 25, Wander, , , UNIT_WARRIOR (131073), Move To: 32 9
13, 25, Wander, , , UNIT_WARRIOR (196610), Move To: 37 8
13, 25, Wander, , , UNIT_WARRIOR (262147), Move To: 38 9
13, 25, Wander, , , UNIT_WARRIOR (327684), Move To: 36 9
13, 25, Wander, , , UNIT_WARRIOR (393221), Move To: 37 11
13, 26, Wander, , , UNIT_WARRIOR (131073), Move To: 75 37
13, 26, Wander, , , UNIT_WARRIOR (196610), Move To: 79 38
13, 26, Wander, , , UNIT_WARRIOR (262147), Move To: 76 38
13, 26, Wander, , , UNIT_WARRIOR (327684), Move To: 79 39
13, 26, Wander, , , UNIT_WARRIOR (393221), Move To: 78 38
13, 27, Wander, , , UNIT_WARRIOR (131073), Move To: 14 28
13, 27, Wander, , , UNIT_WARRIOR (196610), Move To: 13 29
13, 27, Wander, , , UNIT_WARRIOR (262147), Move To: 13 26
13, 27, Wander Back to City, , , UNIT_WARRIOR (327684), Move To: 13 31
13, 27, Wander Back to City, , , UNIT_WARRIOR (393221), Move To: 13 31
13, 28, Wander, , , UNIT_WARRIOR (131073), Move To: 47 41
13, 28, Wander, , , UNIT_WARRIOR (196610), Move To: 49 38
13, 28, Wander Back to City, , , UNIT_WARRIOR (262147), Move To: 46 41
13, 28, Wander, , , UNIT_WARRIOR (327684), Move To: 48 41
13, 28, Wander, , , UNIT_WARRIOR (393221), Move To: 48 40
13, 29, Wander, , , UNIT_WARRIOR (131073), Move To: 86 23
13, 29, Wander, , , UNIT_WARRIOR (196610), Move To: 87 23
13, 29, Wander, , , UNIT_WARRIOR (262147), Move To: 87 24
